139,3
139,6
139,8
140,1
140,6
140,3
140,3
140,3
140,1
140,3
140,6
140,8
141,1
141,3
141,3
141,6
141,3
141,6
141,6
141,8
142,1
142,1
142,3
142,6
142,6
142,3
142,6
142,6
143,1
143,1
143,5
143,8
143,8
143,8
143,5
143,3
143,5
143,5
143,5
143,8
144
144,5
144,5
144,5
144,5
144
144
144
144,3
144,5
144,5
144,5
144,3
144
144
144
144,3
144,3
144,5
144,5
145
145
145
144,8
144,5
144,5
144,5
144,8
144,8
145
144,8
144,8
144,8
144,8
144,5
144,3
144,3
144,3
144,3
144,3
144,3
144,3
143,8
143,8
143,5
143,5
143,3
143,3
143,3
143,3
143,1
143,1
142,8
142,6
142,3
142,3
142,3
142,3
142,3
142,3
142,3
142,3
142,1
142,1
142,1
142,1
142,1
142,1
141,8
142,1
142,3
142,3
142,1
142,1
141,8
141,8
141,8
141,8
141,8
141,8
141,6
141,1
141,1
140,8
140,8
140,8
140,8
140,6
140,6
140,6
140,3
140,1
140,1
139,8
139,6
139,6
139,8
139,8
139,3
139,1
139,1
139,1
139,1
138,8
138,6
138,6
138,6
138,6
138,4
138,1
137,9
137,9
137,9
137,9
137,6
137,6
137,6
137,4
137,4
137,1
137,1
136,9
136,6
136,6
136,4
136,1
136,1
136,1
135,7
135,7
135,4
135,7
135,7
135,4
135,4
135,4
135,4
135,4
135,2
135,2
134,9
134,7
134,7
134,7
134,4
134,4
134,2
133,9
133,9
133,7
133,4
133,4
133,4
133,4
133,4
133,4
133,2
133,2
132,9
132,7
132,5
132,2
132,2
132
131,7
131,7
131,7
131,5
131,5
131,5
131,2
131
131
131
131
131,2
131
131
130,5
130,2
130,2
130,2
130
130
130,2
130
129,8
129,8
129,5
129,5
129,5
129,5
129,5
129,3
129,3
128,8
128,5
128,3
128,3
128,3
128,3
128
128
128
128
127,8
127,8
127,5
127,3
127,3
127,1
127,1
127,1
127,1
126,8
126,8
126,6
126,3
126,3
126,1
126,1
126,1
126,1
126,1
125,8
125,8
125,6
125,3
125,1
125,3
125,3
125,3
125,3
125,1
124,9
125,1
124,6
124,6
124,1
124,1
124,1
124,1
124,1
124,1
123,9
123,4
123,4
123,4
123,6
123,1
123,1
123,4
123,4
123,1
122,9
122,4
122,4
122,2
122,4
122,4
122,2
122,4
122,2
122,2
121,7
121,7
121,4
121,7
121,4
121,4
121,4
121,2
120,9
120,7
120,7
120,4
120,4
120,2
120,2
120,2
120,2
120
120
119,7
119,5
119,5
119,5
119,5
119,5
119,5
119,2
119,2
118,7
118,7
118,5
118,5
118,5
118,2
118,2
118,5
118,2
118,2
118
117,8
117,8
117,8
117,8
117,3
117,5
117,3
117
116,8
116,8
116,5
116,3
116,3
115,8
115,8
115,6
115,6
115,3
115,1
114,6
114,6
114,4
114,4
114,4
114,1
114,1
114,1
114,1
113,9
113,9
113,6
113,6
113,4
113,4
113,4
113,6
113,6
113,6
113,1
113,1
113,1
113,1
113,1
113,4
113,4
113,4
112,9
112,9
112,7
112,4
112,4
112,2
111,9
111,9
111,7
111,7
111,4
111,4
111,2
111,2
110,9
110,9
110,9
110,9
110,9
110,9
110,9
110,9
110,7
110,7
110,7
110,7
110,7
110,5
110,5
110,5
110,2
110,2
110
109,7
109,5
109,7
109,7
109,7
109,5
109,5
109,5
109,5
109,5
109,7
109,5
109,5
109,5
109,2
109
108,8
108,8
108,8
108,8
108,8
108,8
108,8
108,5
108,5
108,5
108,3
108
107,8
107,8
107,8
107,6
107,3
107,1
107,1
106,8
106,6
106,3
106,1
105,9
105,9
105,6
105,6
105,6
105,4
105,4
105,1
105,1
105,1
105,1
105,4
105,4
105,4
105,1
105,1
105,1
104,9
104,6
104,4
104,2
104,2
104,2
104,2
104,2
103,9
103,9
103,7
103,4
103,2
103,2
103,2
103,2
103,4
103,4
103,4
103,4
103,4
103,4
103,2
103,2
103,4
103,2
103,2
103
102,7
102,5
102,2
102,2
102,2
102,2
102,2
102
102
102
101,7
101,7
101,7
101,5
101,5
101,7
102
101,7
101,7
101,7
101,5
101,5
101,5
101,5
101,3
101,5
101
101,3
101
100,8
100,8
100,3
100,3
100,5
100,5
100,5
100,5
100,3
100,3
100
100
99,8
99,8
99,8
99,8
99,8
99,8
99,6
99,6
99,6
99,3
99,3
99,1
98,8
98,1
98,1
98,1
97,9
97,9
97,9
97,6
97,6
97,6
97,1
97,1
96,9
96,7
96,7
96,4
96,4
96,2
96,2
96,2
96,2
96,2
96,2
95,9
95,9
95,9
95,9
95,9
95,9
95,9
95,9
95,9
95,2
95,7
95,5
95,7
95,5
95,5
95,5
95,5
95,5
95,5
95,5
95,2
95,2
95
94,7
95
94,7
94,7
94,7
95
94,7
94,5
94,5
94,2
94,2
94,2
94,2
94,2
94,2
94,2
94,2
94
94
93,8
93,8
93,8
93,5
93,3
93,3
93
93
93
92,8
92,8
92,6
92,8
93
92,8
93
92,8
92,6
92,6
92,6
92,6
92,6
92,6
92,6
92,6
92,3
92,1
92,1
92,1
91,8
91,8
92,1
91,8
92,1
91,8
91,8
91,8
91,6
91,6
91,6
91,4
91,4
91,4
91,4
91,4
91,4
90,9
90,6
90,6
90,6
90,6
90,6
90,6
90,4
90,4
90,1
90,1
89,9
89,9
89,9
89,9
89,9
89,7
89,7
89,7
89,4
89,2
89,2
89,2
89,2
89,2
89,2
89,2
89,2
88,9
88,7
88,5
88,5
88,5
88,2
88,2
88,2
88,2
88,2
88
88
88
87,7
87,7
87,5
87,7
87,7
87,5
87,5
87,3
87,3
87
87,3
87
87,3
87
87
86,8
86,8
86,8
86,5
86,5
86,5
86,5
86,3
85,8
86
86
86
85,8
85,8
85,8
85,8
85,8
85,8
85,6
85,6
85,6
85,6
85,6
85,3
85,3
85,6
85,6
85,6
85,6
85,3
85,3
85,1
85,1
85,1
85,1
84,8
84,8
84,6
84,6
84,6
84,4
84,4
84,4
84,1
82,9
84,1
84,1
84,1
84,1
84,1
83,9
83,9
83,6
83,4
83,4
83,4
83,4
83,4
83,2
83,2
83,2
83,2
83,2
82,9
82,9
82,9
82,9
82,7
82,7
82,4
82,4
82,4
82,2
82
82,2
82,2
82
82
82
82
82
81,7
81,7
81,7
81,5
81,5
81,5
81,5
81,2
81
81
81
81
81
81
81,2
81
81
80,7
80,7
80,7
80,5
80,5
80,5
80,5
80,5
80,5
80,3
80,3
80
80
80
80
80
79,8
79,8
79,5
79,5
79,5
79,5
79,5
79,5
79,5
79,3
79,3
79,3
79,1
79,1
79,1
79,1
78,8
78,8
78,8
78,8
78,8
78,8
78,8
78,6
78,6
78,6
78,6
78,6
78,6
78,6
78,6
78,3
78,3
78,3
78,3
78,3
78,1
78,1
78,1
78,3
78,1
78,1
77,9
77,9
77,6
77,6
77,6
77,6
77,4
77,4
77,4
77,4
77,4
77,1
77,1
77,1
76,9
76,9
76,9
76,9
76,9
76,9
76,9
76,7
76,7
76,4
76,4
76,4
76,7
76,7
76,4
76,4
76,4
76,4
76,2
76,2
76,4
76,4
76,4
76,2
75,9
75,9
75,9
75,9
75,7
75,9
75,7
75,7
75,7
75,7
75,5
75,5
75,5
75,5
75,2
75
75
75
75
75
75
74,7
74,5
74,5
74,5
74,5
74,7
74,7
74,5
74,3
74,3
74,3
74,3
74,3
74,3
74,3
74,3
74,3
74,3
74
74
74
74
74
74
74
74
73,8
73,8
73,8
73,8
73,5
73,5
73,5
73,8
73,5
73,5
73,5
73,3
73,3
73,1
73,3
73,1
72,8
73,1
72,8
73,1
72,8
72,6
72,6
72,6
72,6
72,6
72,6
72,6
72,6
72,6
72,6
72,6
72,6
72,6
72,3
72,3
72,3
72,3
72,3
72,3
72,1
72,1
72,1
71,8
71,8
71,8
71,8
71,8
71,6
71,6
71,4
71,4
71,4
71,4
71,4
71,4
71,6
71,4
71,4
71,4
71,4
71,1
71,1
71,1
71,1
71,1
70,9
71,1
70,9
70,6
70,6
70,6
70,4
70,4
70,4
70,4
70,2
70,2
70,2
70,2
69,9
69,9
69,7
69,7
69,7
69,7
69,7
69,4
69,4
69,4
69,4
69,2
69,2
69,4
69,4
69,2
69,4
69,4
69,2
69,2
69,4
69,2
69
69
69
69
69
69
68,7
68,7
68,7
68,7
68,7
68,5
68,5
68,7
68,7
68,7
68,5
68,5
68,2
68,2
68,2
68,2
68,5
68,5
68,2
68,2
68,2
68,2
68
68
68
68
68
68
67,8
67,8
67,8
67,8
67,8
67,5
67,5
67,5
67,5
67,3
67,3
67,3
67,3
67,3
67,3
67,3
67,3
67
67
67
67
67
67
67
67
67
67
67
67
66,8
66,8
66,6
66,6
66,8
66,6
66,6
66,6
66,6
66,6
66,3
66,3
66,3
66,3
66,3
66,1
66,1
66,1
66,1
66,1
65,8
65,8
66,1
66,1
65,8
66,1
66,1
66,1
65,8
65,8
65,8
65,8
65,6
65,6
65,8
65,6
65,6
65,6
65,6
65,3
65,1
65,3
65,3
65,3
65,1
65,1
65,1
65,1
64,6
64,6
64,6
64,9
64,9
64,9
64,9
64,6
64,6
64,6
64,6
64,6
64,4
64,4
64,4
64,4
64,4
64,4
64,4
64,1
64,1
64,1
64,1
63,9
63,9
64,1
63,9
63,9
63,9
63,9
63,7
63,7
63,7
63,7
63,7
63,7
63,7
63,9
63,7
63,4
63,4
63,2
63,2
63,4
63,4
63,4
63,4
63,2
63,2
63,2
63,2
62,9
62,9
62,9
63,2
62,9
62,9
62,9
62,9
62,9
62,7
62,9
62,7
62,7
62,9
62,9
62,9
62,9
62,9
62,7
62,7
62,7
62,7
62,7
62,7
62,7
62,7
62,5
62,2
62,2
62,2
62,2
62,2
62,2
62,2
62,2
62
62
62
62
61,7
62
61,7
61,7
61,7
61,7
61,7
61,5
61,5
61,5
61,5
61,5
61,3
61,3
61,3
61
61,3
61,3
61,3
61,3
61
61
61
61
61
61
60,8
60,8
60,8
60,8
60,8
60,8
60,8
60,8
60,5
60,5
60,5
60,5
60,5
60,5
60,5
60,5
60,3
60,3
60,3
60
60
60
60
60,3
59,8
60
60
60
60
59,8
59,8
59,8
59,8
59,8
59,8
59,8
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,3
59,3
59,3
59,3
59,1
48,9
59,3
59,3
59,3
59,3
59,3
59,3
59,1
59,3
59,3
59,3
59,3
59,1
59,1
59,1
58,8
58,8
59,1
59,1
58,8
58,8
59,1
59,1
58,8
58,8
58,8
58,6
58,6
58,6
58,6
58,6
58,6
58,6
58,6
58,4
58,4
58,4
58,4
58,4
58,4
58,4
58,4
58,1
58,1
58,1
57,9
57,9
57,6
57,6
57,9
57,9
57,9
57,9
57,6
57,6
57,6
57,6
57,4
57,6
57,6
57,6
57,6
57,4
57,6
57,6
57,6
57,6
57,4
57,6
57,4
57,4
57,6
57,4
57,4
57,1
57,1
57,1
57,1
57,1
57,1
57,1
57,1
56,9
56,9
56,9
56,9
56,9
56,9
56,7
56,7
56,9
56,7
56,7
56,7
56,7
56,7
56,4
56,4
56,4
56,4
56,4
56,2
56,2
55,9
55,9
55,9
55,9
55,9
55,9
55,9
55,9
55,9
55,7
55,7
55,7
55,7
55,7
55,7
55,7
55,7
55,4
55,4
55,4
55,4
55,4
55,2
55,2
55,2
55,2
55,2
55
55,2
55,2
55
55,2
55
55
55
55
55
54,7
54,7
54,7
54,7
54,7
54,7
54,7
54,7
54,7
54,7
54,7
54,2
54,2
54,5
54,2
54,2
54,5
54,5
54,5
54,2
54,2
54,5
54,2
54,2
54,2
54,2
54,2
54,2
54,2
54,2
54
53,8
53,8
53,8
53,8
53,8
53,8
53,8
53,8
53,8
53,8
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,3
53,3
53,3
53,3
53,3
53,5
53,5
53,3
53,3
53,3
53,3
53,3
53,3
53,3
53,3
53
53,3
53
53,3
53
53
53
53
53
53
53
53
53
53
52,8
53
53
52,8
52,8
52,8
52,8
52,8
52,5
52,5
52,8
52,8
52,8
52,8
52,5
52,8
52,8
52,5
52,5
52,5
52,3
52,5
52,3
52,3
52,3
52,3
52,3
52,3
52,3
52,3
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
51,8
51,8
51,8
51,8
51,8
51,6
51,6
51,6
51,6
51,6
51,6
51,6
51,6
51,6
51,3
51,3
51,3
51,3
51,3
51,1
51,3
51,3
51,1
51,3
51,1
51,1
51,1
51,1
51,1
51,1
51,1
51,1
51,1
51,1
51,1
50,8
50,8
50,8
50,8
50,8
50,8
50,8
50,8
50,8
50,8
50,6
50,4
50,6
50,6
50,6
50,6
50,6
50,6
50,6
50,6
50,6
50,6
50,6
50,6
50,4
50,4
50,6
50,6
50,6
50,4
50,4
50,4
50,4
50,4
50,4
50,4
50,4
50,4
50,1
50,1
50,1
50,1
50,1
50,1
50,1
50,1
50,1
50,1
50,1
49,9
49,9
49,9
50,1
50,1
49,9
49,9
49,9
49,9
49,9
49,9
49,9
49,9
49,9
49,9
49,9
49,9
49,9
49,9
49,9
49,9
49,9
49,9
49,6
49,6
49,9
49,6
49,6
49,6
49,6
49,6
49,6
49,6
49,6
49,6
49,6
49,6
49,6
49,6
49,6
49,6
49,6
49,6
49,6
49,6
49,4
49,4
49,4
49,4
49,1
49,1
49,1
49,1
49,1
49,1
49,1
49,1
48,9
48,9
48,9
48,9
48,9
48,9
49,1
48,9
48,9
48,9
48,9
48,9
48,9
48,9
48,9
48,7
48,9
48,9
48,7
48,7
48,7
48,7
48,7
48,7
48,7
48,7
48,7
48,4
48,4
48,4
48,4
48,4
48,4
48,4
48,4
48,4
48,4
48,4
48,2
48,2
48,2
48,2
48,2
47,9
47,9
48,2
47,9
47,9
47,9
47,9
47,9
47,9
47,9
47,9
47,9
47,9
47,7
47,7
47,7
47,7
47,9
47,7
47,7
47,7
47,7
47,7
47,7
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,2
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,2
47,4
47,2
47,2
47,2
47,2
47,2
47,2
47,2
47,2
47,2
47,2
47,2
47,2
47
47
47
47
47
47,2
47
47
47
47
47
47
47
47
47
47
46,7
47
47
46,7
47
46,7
46,7
47
47
46,7
46,7
46,7
46,7
46,7
46,5
46,5
46,7
46,7
46,5
46,5
46,5
46,5
46,5
46,5
46,5
46,5
46,5
46,2
46,2
46,2
46,2
46,2
46,5
46,2
46,2
46,2
46,2
46,2
46,2
46,2
46,5
46,2
46,2
46,2
46,2
46,2
46,2
46,2
45,7
46,2
46,2
46
46
46
46
46
46
46
45,7
45,7
45,7
45,7
45,7
45,7
45,7
45,7
45,7
45,5
45,5
45,5
45,5
45,5
45,5
45,5
45,3
45,3
45,3
45,5
45,5
45,5
45,5
45,5
45,3
45,3
45,3
45,3
45,3
45,3
45,3
45,3
45,3
45,3
45,3
45,3
45
45
45
45
45
45
45
45
45
45
45
45
44,8
44,8
44,8
44,8
44,8
44,8
44,8
44,8
44,8
44,8
44,8
44,8
44,8
44,8
44,8
44,8
44,8
44,8
44,5
44,5
44,5
44,5
44,5
44,5
44,5
44,5
44,5
44,3
44,3
44,3
44,3
44,3
44,3
44,3
44,3
44,3
44,3
44,3
44,3
44,3
44,3
44,3
44,3
44,3
44,3
44,3
44,3
44,3
44,3
44,3
44
44
44
44
44
44
44
44,3
44,3
44
44
44
44
44
44
44
44
43,8
43,8
43,8
44
43,8
43,8
43,8
43,8
43,8
43,8
43,8
43,8
43,8
43,8
43,6
43,6
43,6
28,1
43,6
43,3
43,6
43,6
43,6
43,6
43,6
43,6
43,6
43,6
43,6
43,6
43,6
43,6
43,6
43,6
43,6
43,6
43,6
43,6
43,3
43,6
43,3
43,3
43,3
43,3
43,3
43,3
43,3
43,3
43,3
43,3
43,3
43,3
43,3
43,3
43,3
43,3
43,3
43,3
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
42,8
42,8
42,8
42,8
42,8
42,8
42,8
42,8
42,6
42,1
42,8
42,8
42,8
42,8
42,8
42,8
42,8
42,8
42,8
42,8
42,8
42,8
42,8
42,8
42,6
42,6
42,8
42,6
42,6
42,6
42,6
42,6
42,6
42,6
42,6
42,6
42,6
42,6
42,6
42,6
42,6
42,6
42,3
42,3
42,3
42,6
42,6
42,3
42,3
42,3
42,3
42,3
42,3
42,3
42,3
42,3
42,3
42,3
42,3
42,1
42,1
42,3
42,1
42,1
42,1
42,1
42,1
42,1
42,1
42,1
42,1
42,1
42,1
42,1
42,1
42,1
42,1
42,1
41,8
41,8
42,1
41,8
41,8
41,8
41,8
41,8
42,1
41,8
41,8
42,1
41,8
41,8
41,8
41,8
41,8
41,8
41,8
41,8
41,8
41,8
41,8
41,8
41,6
41,8
41,8
41,6
41,6
41,6
41,6
41,6
41,6
41,6
41,6
41,6
41,6
41,6
41,6
41,6
41,6
41,6
41,4
41,6
41,6
41,4
41,4
41,4
41,4
41,4
41,4
41,4
41,4
41,4
41,4
41,4
41,4
41,4
41,1
41,4
41,4
41,1
41,4
41,1
41,1
41,1
41,1
41,1
41,1
41,1
41,1
41,1
41,1
41,1
41,1
41,1
40,9
40,9
41,1
41,1
40,9
40,9
40,9
41,1
41,1
40,9
40,9
40,9
40,9
40,9
40,9
40,9
40,9
40,9
40,9
40,9
40,9
40,9
40,9
40,9
40,9
40,9
40,9
40,9
40,9
40,9
40,9
40,9
40,4
40,1
40,6
40,9
40,9
40,6
40,6
40,6
40,6
40,6
40,6
40,6
40,6
40,6
40,6
40,6
40,6
40,6
40,4
40,4
40,4
40,4
40,4
40,4
40,4
40,4
40,4
40,4
40,4
40,4
40,4
40,4
40,4
40,4
40,4
40,4
40,4
40,4
40,4
40,4
40,4
40,4
40,1
40,4
40,4
40,4
40,4
40,1
40,1
40,1
40,4
40,1
40,4
40,1
40,1
40,1
40,1
40,1
40,1
40,1
40,1
40,1
40,1
39,9
39,9
40,1
40,1
39,9
39,9
39,9
39,9
39,9
40,1
39,9
39,9
39,9
39,9
39,9
39,9
39,9
39,9
39,9
39,9
39,9
39,9
39,9
39,9
39,9
39,9
39,9
