25,2
25,2
25,2
25,2
25,2
25,2
25,2
25,2
25,2
25,2
25,2
25,2
25,2
25,2
25,2
25,2
25,2
25,2
25,2
25,2
25,2
25,2
25,2
25,2
25,2
25,2
25,2
25,2
25,2
25,2
25,2
25,2
25,2
25,4
25,4
25,4
25,4
25,4
25,4
25,7
25,7
25,7
25,7
25,7
25,7
25,7
25,9
25,9
25,9
25,9
26,2
26,2
26,4
26,4
26,7
26,4
26,7
26,7
26,9
26,9
27,2
27,4
27,4
27,4
27,7
27,7
27,7
27,9
27,9
28,1
28,1
28,6
28,6
28,9
28,6
28,4
29,1
29,4
29,6
29,6
29,9
30,1
30,4
30,4
30,6
30,9
31,1
31,3
31,3
31,6
32,1
32,3
32,3
32,6
32,8
33,1
33,1
33,3
33,5
33,8
34
34,5
34,8
35
35
35,3
35,5
35,7
36
36,2
36,5
37
37,2
37,5
37,7
37,7
37,9
38,4
38,7
38,9
39,2
39,7
39,7
39,9
40,1
40,4
40,6
41,1
41,4
41,8
42,1
42,3
42,3
42,6
42,8
43,1
43,6
43,8
44,3
44,5
44,8
45
45,3
45,5
45,7
46
46,2
46,7
47
47,4
47,4
47,7
47,9
48,2
48,4
48,9
49,4
49,4
49,9
50,1
50,4
50,6
50,6
50,8
51,1
51,3
51,8
52,1
52,8
52,8
53
53,3
53,5
53,8
54
54,5
54,7
55,2
55,4
55,4
55,7
55,9
55,9
56,4
56,9
56,9
57,4
57,9
57,9
58,1
58,4
58,4
58,6
59,1
59,3
59,6
60
60,5
60,5
61
61,3
61,5
61,5
62
62
62,7
62,9
63,2
63,4
63,7
63,9
64,1
64,4
64,6
64,9
65,3
65,6
65,6
66,1
66,3
66,3
66,6
66,8
67
67,5
68
68,2
68,5
68,7
68,5
68,5
68,7
68,7
69
69,2
69,4
69,4
69,4
69,4
69,7
69,7
69,7
69,7
69,9
70,2
70,4
70,4
70,6
71,1
71,4
72,1
72,1
72,3
73,1
73,3
73,8
73,8
74,3
74,3
74,7
74,7
75
75,5
75,9
76,2
76,7
76,9
76,9
77,4
77,6
78,1
78,3
78,8
79,1
79,3
79,5
79,5
79,8
79,8
79,8
80,3
80,7
81,2
81,7
81,7
82
82,2
82,2
82,4
82,7
82,9
83,4
83,9
84,1
84,4
84,6
84,6
84,6
84,8
85,3
85,6
85,8
86,5
86,5
87
87
87,3
87,3
87,5
88
88
88,7
88,9
89,4
89,4
89,4
89,7
89,7
89,9
90,1
90,4
91,1
91,6
91,6
91,6
91,6
91,6
91,8
92,3
92,6
92,8
93,3
93,5
93,8
93,8
93,8
93,8
94
94,2
94,5
95
95,5
95,5
95,5
95,7
95,7
95,7
95,9
95,9
96,4
97,1
97,4
97,4
97,4
97,1
97,4
97,6
97,6
97,9
98,4
98,8
99,1
99,1
99,3
99,3
99,6
99,6
99,8
99,8
100,5
100,8
101
101
101,3
101,3
101,5
102
102
102,5
102,7
103,2
103,4
103,4
103,4
103,4
103,7
103,9
104,2
104,4
104,6
104,6472222
104,8122222
104,9772222
105,1422222
105,3072222
105,4722222
105,6372222
105,8022222
105,9672222
106,1322222
106,2972222
106,4622222
106,6272222
106,7922222
106,9572222
107,1222222
107,2872222
107,4522222
107,6172222
107,7822222
107,9472222
108,1122222
108,2772222
108,4422222
108,6072222
108,7722222
108,9372222
109,1022222
109,2672222
109,4322222
109,5972222
109,7622222
109,9272222
110,0922222
110,2572222
110,4222222
110,5872222
110,7522222
110,9172222
111,0822222
111,2472222
111,4122222
111,5772222
111,7422222
111,9072222
112,0722222
112,2372222
112,4022222
112,5672222
112,7322222
112,8972222
113,0622222
113,2272222
113,3922222
113,5572222
113,7222222
113,8872222
114,0522222
114,2172222
114,3822222
114,5472222
114,7122222
114,8772222
115,0422222
115,2072222
115,3722222
115,5372222
115,7022222
115,8672222
116,0322222
116,1972222
116,3622222
116,5272222
116,6922222
116,8572222
117,0222222
117,1872222
117,3522222
117,5172222
117,6822222
117,8472222
118,0122222
118,1772222
118,3422222
118,5072222
118,6722222
118,8372222
119,0022222
119,1672222
119,3322222
121,4
121,7
121,7
121,9
121,9
122,4
122,6
122,9
123,1
123,6
123,6
123,4
123,4
123,6
123,6
123,9
124,4
124,4
124,4
124,4
124,4
124,4
124,6
124,6
122,4
125,3
125,6
126,1
126,1
126,1
126,1
125,8
126,1
126,3
126,3
127,1
127,1
127,3
127,5
127,8
127,5
127,5
127,8
128
128,3
128,3
128,5
128,8
129
129,3
128,8
129
129
129,3
129,5
129,8
130,2
130,5
130,5
130,5
130,5
130,5
130,7
131
131,2
131,7
131,7
132
131,7
131,7
132
132,2
132,7
132,9
133,4
133,7
133,9
133,9
133,9
133,9
133,9
133,9
134,2
134,4
134,7
135,2
135,4
135,2
135,2
135,2
135,2
135,4
135,7
135,9
136,1
136,4
136,9
136,9
136,9
136,9
137,1
137,6
138,1
138,1
138,4
138,6
138,8
138,8
138,6
138,6
138,8
